"website","url","reference","country","province","location","title","description","price","operation","property_type","rooms","baths","area","floor","elevator","outside","floor","images","latitude","longitude","dealer","dealer_url","dealer_is_professional"
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44770-83967629,"44770-83967629",es,santa-cruz-de-tenerife,"Salamanca - Uruguay - Las Mimosas, Centro - Ifara, Santa Cruz de Tenerife, Santa Cruz de Tenerife (provincia)","Piso en calle De Enrique Wolfson, Salamanca - Uruguay - Las Mimosas, Santa Cruz de Tenerife",Excelente piso de dos dormitorios y dos baños amueblado en el centro de Santa Cruz. El piso esta distribuido en dos dormitorios y un vestidor grande. La habitación de matrimonio tiene un suite con plato de ducha doble y el baño principal completo con bañera. L...,1150.0,RENT,FLAT,2,2,120,,,,,19,28.4714458,-16.2597839,"Club Inmobiliario de Canarias, S.L.",https://www.yaencontre.com/inmobiliarias/club-inmobiliario-de-canarias-s-l-44770,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44770-101112572,"44770-101112572",es,santa-cruz-de-tenerife,"Centro, Centro - Ifara, Santa Cruz de Tenerife, Santa Cruz de Tenerife (provincia)","Piso en Centro, Santa Cruz de Tenerife","Luminosa vivienda reformada de 2 DORMITORIOS Y 1 DESPACHO (una de ellas es pequeña, puede usarse a modo de pequeño despacho).
Tiene 2 baños, siendo uno tipo suite dentro del dormitorio principal y todas sus habitaciones convergen en un patio interior al cual s...",950.0,RENT,FLAT,2,2,94,,,,,35,28.4662187,-16.2544004,"Club Inmobiliario de Canarias, S.L.",https://www.yaencontre.com/inmobiliarias/club-inmobiliario-de-canarias-s-l-44770,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44619-102221766,"44619-102221766",es,santa-cruz-de-tenerife,"La Salle - Cuatro Torres, La Salud - La Salle, Santa Cruz de Tenerife, Santa Cruz de Tenerife (provincia)","Piso en calle Eduardo Zamacois, La Salle - Cuatro Torres, Santa Cruz de Tenerife","Se requerirá para el alquiler que tanto inquilino como fiador cobren al menos 2.200 €/mes (nómina, pensión y/o ingresos autónomo). Estupenda vivienda de 3 habitaciones totalmente amueblada y equipada en Tomé Cano. Dispone asimismo de dos baños, cocina independ...",1100.0,RENT,FLAT,3,2,86,,,,,23,28.4615471,-16.260979,Tenorio Gestoría Inmobiliaria,https://www.yaencontre.com/inmobiliarias/tenorio-gestoria-inmobiliaria-44619,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-50551-99805600,"50551-99805600",es,santa-cruz-de-tenerife,"Icod de los Vinos, Icod de los Vinos, Santa Cruz de Tenerife (provincia)","Piso en Icod de los Vinos, Icod de los Vinos","Se alquila amplio y luminoso piso, SEMIAMUEBLADO. Se encuentra en un PRIMER PISO sin ascensor. Se distribuye en 3 habitaciones, 2 baños, salón y cocina. El alquiler incluye también un pequeño trastero y una plaza de garaje.
 Muy bien ubicado y comunicado. Está...",700.0,RENT,FLAT,3,2,100,,,,,23,28.3700368,-16.7191458,LP & MG Intermediación,https://www.yaencontre.com/inmobiliarias/lp-a-mg-intermediacion-50551,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-69730-102218249,"69730-102218249",es,santa-cruz-de-tenerife,"Zona Martiánez, Puerto de la Cruz, Santa Cruz de Tenerife (provincia)","Estudio en Zona Martiánez, Puerto de la Cruz","Estudio bien ubicado en planta ático de edificio a pocos metros de playa Martianez, con todos los servicios a mano. Tiene cocina equipada a la entrada, salón-dormitorio con cama doble, armario empotrado, baño con plato de ducha y zona comedor en balcón acrista...",650.0,RENT,FLAT,,1,30,,,,,16,28.4185589,-16.5431663,GESDEBA INMOBILIARIA,https://www.yaencontre.com/inmobiliarias/gesdeba-inmobiliaria-69730,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-68292-102237621,"68292-102237621",es,santa-cruz-de-tenerife,"Los Cristianos - Playa de las Américas, Arona, Santa Cruz de Tenerife (provincia)","Piso en avenida Rafael Puig Lluvina en Los Cristianos - Playa de las Américas, Arona","En Alquiler para larga temporada apartamento Ático Dúplex de 1 dormitorio reformado en pleno centro de playa de las Américas, en Parque Santiago I, con plaza de garaje. A pocos metros caminando a la playa. El apartamento esta ubicado en el Complejo Parque Sant...",1100.0,RENT,FLAT,1,1,55,,,,,29,28.0562841,-16.7353391,KAIROS REAL ESTATE,https://www.yaencontre.com/inmobiliarias/kairos-real-estate-68292,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-62906-100706761,"62906-100706761",es,santa-cruz-de-tenerife,"Costa Adeje, Adeje, Santa Cruz de Tenerife (provincia)","Estudio en calle Venezuela en Costa Adeje, Adeje","VEMA INMOBILIARIA ALQUILA

Se Alquila Larga temporada

Apartamentos, estudio con baño cocina equipada y terraza con vista océano.

El complejo tiene dos piscinas comunitarias, parquin y ascensor.

Ubicado en una zona estratégica cercano a todos los servicios a...",850.0,RENT,FLAT,,1,38,,,,,7,28.0722122,-16.7300504,VEMA INMOBILIARIA,https://www.yaencontre.com/inmobiliarias/vema-inmobiliaria-62906,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-45485-102208982,"45485-102208982",es,santa-cruz-de-tenerife,"Los Realejos-Icod El Alto, Realejos (Los), Santa Cruz de Tenerife (provincia)","Piso en Los Realejos-Icod El Alto, Realejos (Los)","Se alquila estupendo piso, ubicado En la zona de Los Realejos. Tenerife.

La vivienda cuenta con amplio salón comedor, cocina amueblada con todos sus electrodomésticos, un baño completo. dos dormitorios el principal con armario empotrado, cuarto de lavar en la...",700.0,RENT,FLAT,2,1,55,,,,,20,28.3740016,-16.5823904,Miropiso,https://www.yaencontre.com/inmobiliarias/miropiso-45485,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-53307-102247095,"53307-102247095",es,santa-cruz-de-tenerife,"Araya, Candelaria, Santa Cruz de Tenerife (provincia)","Piso en Araya, Candelaria","AM INVERSIONISTA les presenta este apartamento, cerca de los servicios públicos en una zona muy tranquila del municipio de Candelaria.

Se trata de un apartamento compuesto de cocina equipada independiente y salón-comedor. Dispone de un dormitorio doble con ar...",500.0,RENT,FLAT,1,1,65,,,,,13,28.3619,-16.3759997,AM inversionista,https://www.yaencontre.com/inmobiliarias/am-inversionista-53307,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44886-102247279,"44886-102247279",es,santa-cruz-de-tenerife,"Costa Adeje, Adeje, Santa Cruz de Tenerife (provincia)","Piso en calle El Sauce en Costa Adeje, Adeje","Se Alquila el apartamento en barrio tranquilo Madroñal, Adeje al lado del parque.
Apartamento de 2 dormitorios, 2 baños, la cocina idependiente y salon amplio.
Hay terraza de 12 m2 con la vista al mar y la piscina.
En el precio está incluida 1 plaza de aparcam...",1800.0,RENT,FLAT,2,2,94,,,,,13,28.0942402,-16.7237597,ESCO PROPERTY GROUP SL,https://www.yaencontre.com/inmobiliarias/esco-property-group-sl-44886,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44790-102247563,"44790-102247563",es,santa-cruz-de-tenerife,"Costa Blanca - Las Galletas, Arona, Santa Cruz de Tenerife (provincia)","Estudio en Costa Blanca - Las Galletas, Arona","Disponible en septiembre

Maravilloso estudio con amplia cocina americana, un baño zona dormitorio y amplia terraza de 27m2.
Además el complejo dispone de zonas verdes, piscina comunitaria y zona de aparcamiento. 

Los gastos de luz y agua son aparte. 
No se a...",685.0,RENT,FLAT,,1,45,,,,,10,28.0112879,-16.6439668,Inmogestion tenerife,https://www.yaencontre.com/inmobiliarias/inmogestion-tenerife-44790,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44790-98808569,"44790-98808569",es,santa-cruz-de-tenerife,"Costa Blanca - Las Galletas, Arona, Santa Cruz de Tenerife (provincia)","Piso en Costa Blanca - Las Galletas, Arona","Quiere pasar una temporada en la Tenerife?
SOLO CORTAS TEMPORADAS! DISPONIBLE DESDE 20.11. 2023

Maravilloso alquiler en Residencial Primavera. 
Dispone de 1 dormitorio, 1 baño con plato de ducha, cocina totalmente equipada, salón-comedor y terraza con vistas ...",750.0,RENT,FLAT,1,1,60,,,,,15,28.0120144,-16.6528363,Inmogestion tenerife,https://www.yaencontre.com/inmobiliarias/inmogestion-tenerife-44790,true
pisos.com,https://www.pisos.com/comprar/casa-negros-34215343284_100500/,"34215343284.100500",es,pontevedra,"Redondela, Negros (Redondela)",Casa en Redondela,"Había una vez una hermosa casa de piedra gallega, construida en el año 1900. Se encontraba en redondela, justo en el camino de san...",750000.0,venta,pisos,7,3,500,,,,,61,42.2619498,-8.6138248,Remax Balaidos,https://www.pisos.com/microsite-remax_balaidos,true
pisos.com,https://www.pisos.com/comprar/casa-negros-34215343284_100500/,"34215343284.100500",es,pontevedra,"Redondela, Negros (Redondela)",Casa en Redondela,"Había una vez una hermosa casa de piedra gallega, construida en el año 1900. Se encontraba en redondela, justo en el camino de san...",750000.0,venta,pisos,7,3,500,,,,,61,42.2619498,-8.6138248,Remax Balaidos,https://www.pisos.com/microsite-remax_balaidos,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-34543-102246772,"34543-102246772",es,santa-cruz-de-tenerife,"Callao Salvaje - El Puertito - Iboybo, Adeje, Santa Cruz de Tenerife (provincia)","Piso en calle La Galga en Callao Salvaje - El Puertito - Iboybo, Adeje","se alquila apartamento de 2 dormitorios en Callao Salvaje. Apartamento de 2 dormitorios y 1 baño, cocina abierta, pequeño balcón de unos 5 m2 con vistas a la piscina. Primera planta. Se alquila con plaza de parking. Complejo con piscina. No se admiten las masc...",1200.0,RENT,FLAT,2,1,57,,,,,16,28.1289987,-16.7761152,karina properties,https://www.yaencontre.com/inmobiliarias/karina-properties-34543,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44790-102254784,"44790-102254784",es,santa-cruz-de-tenerife,"Buzanda - Cabo Blanco - Valle San Lorenzo, Arona, Santa Cruz de Tenerife (provincia)","Piso en Buzanda - Cabo Blanco - Valle San Lorenzo, Arona","Disponible de 10 de Agosto!
Apartamento en el Valle San Lorenzo de 2 dormitorio, 1 baño, cocina independiente, salón, zona lavadero y balcon. Es exterior.
Los gastos de luz y agua son aparte. 
No se aceptan mascotas. 
Máximo 4 personas.
En el edificio solo son...",650.0,RENT,FLAT,2,1,76,,,,,13,28.0927678,-16.6540642,Inmogestion tenerife,https://www.yaencontre.com/inmobiliarias/inmogestion-tenerife-44790,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-49400-102259643,"49400-102259643",es,santa-cruz-de-tenerife,"Palm - Mar, Arona, Santa Cruz de Tenerife (provincia)","Piso en Palm - Mar, Arona","Me complace presentar este maravilloso apartamento de 1 habitación, 2 baños, cocina, salón y amplia terraza. El apartamento está ubicado en uno de los complejos más exclusivos de El Palm Mar, concretamente en Los Menceyes, el complejo tiene piscinas, hermosos ...",1500.0,RENT,FLAT,1,2,101,,,,,6,28.0250212,-16.694787,GS Services,https://www.yaencontre.com/inmobiliarias/gs-services-49400,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44458-101206229,"44458-101206229",es,santa-cruz-de-tenerife,"Tacoronte - Los Naranjeros, Tacoronte, Santa Cruz de Tenerife (provincia)","Piso en Tacoronte - Los Naranjeros, Tacoronte","Este piso se encuentra en Carretera General Tejina-Tacoronte, Tacoronte. 

Es una tercera planta, tiene ascensor, pero tiene un pequeño tramo con 10 escalones y ya después llegas al ascensor.

La vivienda tiene 3 dormitorios, dos amplios y uno pequeño, baño co...",600.0,RENT,FLAT,3,1,84,,,,,25,28.4772233,-16.4135095,DVinmobiliaria,https://www.yaencontre.com/inmobiliarias/dvinmobiliaria-44458,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-9857-101498057,"9857-101498057",es,santa-cruz-de-tenerife,"Candelaria-Playa La Viuda, Candelaria, Santa Cruz de Tenerife (provincia)","Piso en Candelaria-Playa La Viuda, Candelaria","Apartamento de 65 m2
aproximadamente, tiene un pequeño recibidor que da al salón comedor, con
ventanal con vistas al mar y a la Basílica de Candelaria. 

La vivienda cuenta con cocina independiente,
la cual está amueblada y equipada con electrodomésticos, con ...",710.0,RENT,FLAT,2,1,65,,,,,27,28.3580816,-16.3708586,Oasis inmobiliaria,https://www.yaencontre.com/inmobiliarias/oasis-inmobiliaria-9857,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44500-101574284,"44500-101574284",es,santa-cruz-de-tenerife,"Longuera-Toscal, Realejos (Los), Santa Cruz de Tenerife (provincia)","Piso en Longuera-Toscal, Realejos (Los)","En la segunda planta del conocido complejo hotelero Precise Resort Tenerife (antiguo Hotel Maritim) se encuentra este bonito y luminoso piso con vistas al mar completamente reformado, desde cuyos dos balcones se pueden contemplar maravillosas puestas de sol.
E...",1000.0,RENT,FLAT,1,1,72,,,,,8,28.4045891,-16.5728361,KENSINGTON Puerto de la Cruz,https://www.yaencontre.com/inmobiliarias/kensington-puerto-de-la-cruz-44500,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-45530-88997572,"45530-88997572",es,santa-cruz-de-tenerife,"Güímar, Santa Cruz de Tenerife (provincia)",Piso en Güímar,"Disponibilidad a partir del 01 de Septiembre, piso de 2 habitaciones TODO INCLUIDO con vista parcial al mar, nos adaptamos a tus necesidades y ofrecemos un apartamento totalmente equipado y amueblado con todos los gastos incluidos y conexión Wifi. 

El apartam...",720.0,RENT,FLAT,2,1,75,,,,,20,28.2982929,-16.373032,Inmobiliaria El Puertito,https://www.yaencontre.com/inmobiliarias/inmobiliaria-el-puertito-45530,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44758-102042489,"44758-102042489",es,santa-cruz-de-tenerife,"Ifara - Urbanización Anaga, Centro - Ifara, Santa Cruz de Tenerife, Santa Cruz de Tenerife (provincia)","Piso en Ifara - Urbanización Anaga, Santa Cruz de Tenerife","Se alquila bonito apartamento amueblado con vistas al mar y a la ciudad de santa cruz, con piscina.
El piso SE ALQUILA POR TEMPORADA y consta de salón con cocina americana equipada (vitro, horno, lavavajillas, frigorífico, lavadora, etc. ), 1 dormitorio con ar...",700.0,RENT,FLAT,1,1,50,,,,,17,28.4783517,-16.2581434,Servicios inmobiliarios santa cruz,https://www.yaencontre.com/inmobiliarias/servicios-inmobiliarios-santa-cruz-44758,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44530-81804358,"44530-81804358",es,santa-cruz-de-tenerife,"Güímar, Santa Cruz de Tenerife (provincia)",Piso en calle Ingeniero Manuel González en Güímar,"BONITO PISO EN PUERTITO DE GUIMAR, sin muebles, con una habitación, cocina salón, un baño y balcón. Residencial nuevo, con piscina, cerca de la playa. RENTA 730€, actualmente bonificado los primeros 3 años de contrato, quedando en 550€/mes +AGUA+LUZ+BASURA+FIA...",550.0,RENT,FLAT,1,1,52,,,,,8,28.2929862,-16.3793529,Promotora Punta Larga S.A.,https://www.yaencontre.com/inmobiliarias/promotora-punta-larga-s-a-44530,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44622-88919503,"44622-88919503",es,santa-cruz-de-tenerife,"Golf del Sur-Amarilla Golf, San Miguel de Abona, Santa Cruz de Tenerife (provincia)","Piso en avenida Del Atlàntico en Golf del Sur-Amarilla Golf, San Miguel de Abona","PUEBLO PRIMAVERA - GOLF DEL SUR. Apartamento ubicado en planta baja con amplia terraza y jardín privado. Se accede desde la calle a través de pasillo y consta de 1 dormitorio doble con armario empotrado y baño en-suite, 1 baño en pasillo, salón comedor con coc...",800.0,RENT,FLAT,1,2,60,,,,,21,28.0248138,-16.6097822,Delta metropolitan,https://www.yaencontre.com/inmobiliarias/delta-metropolitan-44622,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44880-101252119,"44880-101252119",es,santa-cruz-de-tenerife,"Puerto de Santiago, Santiago del Teide, Santa Cruz de Tenerife (provincia)","Piso en Puerto de Santiago, Santiago del Teide","Este precioso apartamento se encuentra en un residencial muy tranquila y exclusiva de la zona de Playa la Arena, con una ubicación privilegia al estar solo a unos metros de la playa y de todos los servicios.
La distribución sobre una planta logra espacios acog...",2400.0,RENT,FLAT,1,1,60,,,,,9,28.2316098,-16.8391539,Paula Dévora  gestión inmobiliaria y marketing,https://www.yaencontre.com/inmobiliarias/paula-devora-gestion-inmobiliaria-y-marketing-44880,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-69721-102202541,"69721-102202541",es,santa-cruz-de-tenerife,"Zona Botánico, Puerto de la Cruz, Santa Cruz de Tenerife (provincia)","Piso en Zona Botánico, Puerto de la Cruz","SE ALQUILA PISO DE UNA HABITACION EN PUERTO DE LA CRUZ.

SOLO ESTA DISPONIBLE PARA UN ALQUILER MAXIMO DE 10 MESES.

En My New Home ofrecemos este precioso piso situado junto a playa Martiánez.

La vivienda se alquila amueblada y dispone de cocina equipada, bañ...",650.0,RENT,FLAT,1,1,55,,,,,4,28.4158219,-16.5421457,My New Home,https://www.yaencontre.com/inmobiliarias/my-new-home-69721,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-64440-98717697,"64440-98717697",es,santa-cruz-de-tenerife,"Salamanca - Uruguay - Las Mimosas, Centro - Ifara, Santa Cruz de Tenerife, Santa Cruz de Tenerife (provincia)","Piso en calle De Enrique Wolfson, Salamanca - Uruguay - Las Mimosas, Santa Cruz de Tenerife","Si buscas un lugar donde establecer tu nuevo hogar, ven a ver este piso.

La vivienda es amplia, situada en una de las mejores zonas de Santa Cruz.
Cuenta con 4 habitaciones dobles, una de ellas en suite. Totalmente exterior, la vivienda se encuentra rodeada p...",1500.0,RENT,FLAT,5,3,145,,,,,22,28.473007,-16.2573743,DON PISO S/C TENERIFE,https://www.yaencontre.com/inmobiliarias/don-piso-s-c-tenerife-64440,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44557-94286234,"44557-94286234",es,santa-cruz-de-tenerife,"Arafo, Santa Cruz de Tenerife (provincia)",Dúplex en Arafo,"Dúplex a estrenar ubicado en la Hidalga, distribuido en dos niveles. Suelos en parquet. Planta baja: 96,05 m2, distribuidos en cocina completamente amueblada con electrodomésticos y salida a una solana con lavadora, tres habitaciones con armarios empotrados, d...",1000.0,RENT,FLAT,4,2,180,,,,,23,28.33882,-16.41562,Inmobiliaria Carmar,https://www.yaencontre.com/inmobiliarias/inmobiliaria-carmar-44557,true
yaencontre.com,https://www.yaencontre.com/venta/terreno/inmueble-67949-101419781,"67949-101419781",es,barcelona,"Canyelles, Barcelona (provincia)",Terreno en Canyelles,"Terreno no urbanizable (rústico)No Consolidado situado en Calle MIRADOR nº34-36 (Parcela 315-316 ) Urbanización Vora Sitges, en el municipio de CANYELLES, provincia de BARCELONA. Procedencia bancaria.
 
 
 
 Impuestos y tributos no incluidos en el precio.",21500.0,BUY,LAND,,,373,,,,,3,41.2799424,1.7367125,Bruño & Ventura Vilanova,https://www.yaencontre.com/inmobiliarias/bruno-a-ventura-vilanova-67949,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-53068-99906995,"53068-99906995",es,santa-cruz-de-tenerife,"La Salud - Perú - Buenavista, La Salud - La Salle, Santa Cruz de Tenerife, Santa Cruz de Tenerife (provincia)","Piso en avenida Islas Canarias, La Salud - Perú - Buenavista, Santa Cruz de Tenerife","PISO DE ALQUILER TEMPORAL. 
MÍNIMO 10 NOCHES.
DISPONIBLE PARA RESERVAR A PARTIR DE SEPTIEMBRE. YA OCUPADO EL VERANO.

TARIFAS:

1 persona 42 €/ día
2 personas 46 €/ día
3 personas 48 €/ día
4 personas 50 €/ día

Se abona fianza y 36 € de limpieza aparte.

Fant...",1260.0,RENT,FLAT,1,1,44,,,,,37,28.4660269,-16.2671728,Bricasas,https://www.yaencontre.com/inmobiliarias/bricasas-53068,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44458-102088511,"44458-102088511",es,santa-cruz-de-tenerife,"La Cuesta - Gracia - Finca España, San Cristóbal de La Laguna, Santa Cruz de Tenerife (provincia)","Piso en La Cuesta - Gracia - Finca España, San Cristóbal de La Laguna","Este piso se encuentra en Calle Donado Gumiel, zona de La Higuerita, La Laguna, Santa Cruz de Tenerife.
Es un piso que tiene 120 m2, vivienda ideal para compartir a escasos metros de universidades y transporte público. Muy cerca de la avenida principal de los ...",1200.0,RENT,FLAT,4,1,120,,,,,13,28.4723946,-16.2952107,DVinmobiliaria,https://www.yaencontre.com/inmobiliarias/dvinmobiliaria-44458,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44976-102137144,"44976-102137144",es,santa-cruz-de-tenerife,"Anaga, Santa Cruz de Tenerife, Santa Cruz de Tenerife (provincia)","Piso en Anaga, Santa Cruz de Tenerife","Disponible a partir del 07 de agosto.
Es un bajo, muy bien situado en el centro de San Andrés, a 5 minutos andando de la playa Las Teresitas.
Dos dormitorios, una tercera habitación de usos múltiples. Cocina amueblada y equipada. Salón. Baño. Solana.
Lo tienes...",890.0,RENT,FLAT,2,1,70,,,,,19,28.5072812,-16.1912669,Buen paso propiedades,https://www.yaencontre.com/inmobiliarias/buen-paso-propiedades-44976,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44611-102208683,"44611-102208683",es,santa-cruz-de-tenerife,"Icod de los Vinos, Icod de los Vinos, Santa Cruz de Tenerife (provincia)","Piso en Icod de los Vinos, Icod de los Vinos","SE ALQUILA PISO DE DOS HABITACIONES EN ICOD DE LOS VINOS.

En La Suite Inmobiliaria ofrecemos este precioso piso situado en una tranquila zona del municipio.

La vivienda se alquila amueblada y dispone de cocina equipada, baño completo con bañera, dos dormitor...",550.0,RENT,FLAT,2,1,60,,,,,12,28.3667476,-16.7168543,Inmobiliaria la suite,https://www.yaencontre.com/inmobiliarias/inmobiliaria-la-suite-44611,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-62906-102189753,"62906-102189753",es,santa-cruz-de-tenerife,"Los Cristianos - Playa de las Américas, Arona, Santa Cruz de Tenerife (provincia)","Piso en calle Los Angeles en Los Cristianos - Playa de las Américas, Arona","VEMA INMOBILIARIA ALQUILA

Los Apartamentos Diamantes se encuentran en Los Cristianos, a solo 1,3 km de la playa de Los Tarajales, y ofrecen alojamiento con piscina al aire libre, bar y WiFi gratuita. También cuenta con piscina privada.

el apartamento se encu...",1100.0,RENT,FLAT,1,1,37,,,,,18,28.0529464,-16.7042691,VEMA INMOBILIARIA,https://www.yaencontre.com/inmobiliarias/vema-inmobiliaria-62906,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44965-102238951,"44965-102238951",es,santa-cruz-de-tenerife,"El Médano, Granadilla de Abona, Santa Cruz de Tenerife (provincia)","Piso en El Médano, Granadilla de Abona","El precioso apartamento dúplex se encuentra en la primera planta del complejo residencial Residencial Vistamarina en El Médano, disfrutando de una ubicación privilegiada junto al mar. El apartamento se distribuye en dos niveles: en la primera planta, se encuen...",1200.0,RENT,FLAT,2,2,80,,,,,7,28.0476672,-16.5375319,Top Immo Teneriffa,https://www.yaencontre.com/inmobiliarias/top-immo-teneriffa-44965,true
yaencontre.com,https://www.yaencontre.com/venta/terreno/inmueble-67949-101420005,"67949-101420005",es,barcelona,"Mas Milà, Olivella, Barcelona (provincia)","Terreno en Mas Milà, Olivella","Suelo Urbano No Consolidado situado en la Calle Cosmos, 12 en el termino municipal de Olivella en la provincia de Barcelona.
 
 *impuestos y tributos no incluidos en el precio.",29000.0,BUY,LAND,,,501,,,,,1,41.3032868,1.7740191,Bruño & Ventura Vilanova,https://www.yaencontre.com/inmobiliarias/bruno-a-ventura-vilanova-67949,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-69721-102202150,"69721-102202150",es,santa-cruz-de-tenerife,"Zona Martiánez, Puerto de la Cruz, Santa Cruz de Tenerife (provincia)","Piso en Zona Martiánez, Puerto de la Cruz","SE ALQUILA PISO DE UNA HABITACIÓN EN PUERTO DE LA CRUZ.

En My New Home ofrecemos este precioso piso situado junto a playa Martiánez.

La vivienda se alquila completamente reformada y amueblada. dispone de cocina equipada baño completo, un dormitorio y un cómo...",750.0,RENT,FLAT,1,1,43,,,,,14,28.4176511,-16.5419119,My New Home,https://www.yaencontre.com/inmobiliarias/my-new-home-69721,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44790-37925771,"44790-37925771",es,santa-cruz-de-tenerife,"Costa Blanca - Las Galletas, Arona, Santa Cruz de Tenerife (provincia)","Piso en Costa Blanca - Las Galletas, Arona","SOLO TEMPORADAS!
DISPONIBLE DESDE EL 01.09. 2023 HASTA EL 30.06. 2024! 

Esta maravillosa casa se encuentra en Las Galletas a tan solo 10 metros del paseo marítimo, tiene 2 plantas. 
La propiedad está totalmente reformada tiene 110 m2 de los cuales 60 m2 son ú...",680.0,RENT,FLAT,1,1,110,,,,,13,28.0050918,-16.6542402,Inmogestion tenerife,https://www.yaencontre.com/inmobiliarias/inmogestion-tenerife-44790,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-52478-102268026,"52478-102268026",es,santa-cruz-de-tenerife,"Barranco Grande - Tincer, Suroeste, Santa Cruz de Tenerife, Santa Cruz de Tenerife (provincia)","Estudio en carretera General del Sur, Barranco Grande - Tincer, Santa Cruz de Tenerife","Situado en el atico de un edificio en la Carretera General de Barranco Grande, justo frente a la parada de guaguas y cerca de la conexión a la autopista del Sur y vía rápida.
 
 Se encuentra en la tercera planta sin ascensor de un edificio de 4 viviendas, muy ...",450.0,RENT,FLAT,,1,25,,,,,14,28.4358284,-16.3077489,Sunset Home,https://www.yaencontre.com/inmobiliarias/sunset-home-52478,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-65200-100483785,"65200-100483785",es,santa-cruz-de-tenerife,"Zona Martiánez, Puerto de la Cruz, Santa Cruz de Tenerife (provincia)","Piso en Zona Martiánez, Puerto de la Cruz","Excelente piso ubicado en la zona de la Plaza del Charco, Puerto de la Cruz. Podrás disfrutar de agradables paseos, de la brisa del mar y el gran ambiente de la ciudad. Cuenta con 2 habitaciones, baño, cocina equipada, salón-comedor, balcón.
Gastos aparte.

 ¡...",700.0,RENT,FLAT,2,1,80,,,,,8,28.4176005,-16.5487251,Re/max El Time,https://www.yaencontre.com/inmobiliarias/re-max-el-time-65200,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44724-101168944,"44724-101168944",es,santa-cruz-de-tenerife,"Costa Adeje, Adeje, Santa Cruz de Tenerife (provincia)","Piso en Costa Adeje, Adeje","Apartamento vacacional en zona torviscas bajo, costa adeje. El apartamento se alquila por un periodo máximo de 3 meses.
precio por noche 75 euros.
El complejo dispone de piscina, zona de bar, y se encuentra a escasos metros del mar.",2200.0,RENT,FLAT,1,1,45,,,,,7,28.0854076,-16.7319118,Bahia Tenerife Beraja Inmobiliaria,https://www.yaencontre.com/inmobiliarias/bahia-tenerife-beraja-inmobiliaria-44724,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-47375-101841901,"47375-101841901",es,santa-cruz-de-tenerife,"Salamanca - Uruguay - Las Mimosas, Centro - Ifara, Santa Cruz de Tenerife, Santa Cruz de Tenerife (provincia)","Piso en Salamanca - Uruguay - Las Mimosas, Santa Cruz de Tenerife","Piso ubicado en zona residencial. Cercano a parque. Sólo se alquila para períodos cortos de tiempo. Se incluye en el precio luz, agua, comunidad y una limpieza semanal. Totalmente equipado y con mobiliario nuevo.",1450.0,RENT,FLAT,1,1,70,,,,,8,28.473409,-16.2588867,Inmobiliaria obya,https://www.yaencontre.com/inmobiliarias/inmobiliaria-obya-47375,true
